Date,Open,High,Low,Close,Adj Close,Volume
2016-10-03,28.326923,28.605770,27.807692,27.961538,25.602661,147458200
2016-10-10,27.884615,28.182692,27.557692,27.778847,25.435385,149405900
2016-10-17,27.788462,28.096153,27.240385,27.865385,25.514622,196501800
2016-10-24,27.884615,28.451923,27.451923,28.096153,25.725922,182292500
2016-10-31,28.346153,28.509615,27.105770,27.346153,25.039190,171925800
2016-11-07,27.740385,29.653847,27.721153,29.528847,27.037752,264901400
2016-11-14,29.557692,29.711538,29.076923,29.490385,27.002533,154570500
2016-11-21,29.509615,30.278847,29.403847,30.230770,27.680456,90784000
2016-11-28,30.125000,30.278847,29.442308,30.134615,27.592417,171866500
2016-12-05,30.221153,30.692308,29.740385,30.557692,27.979799,137260300
2016-12-12,30.451923,30.769230,29.932692,30.528847,27.953386,230041700
2016-12-19,30.538462,31.134615,30.490385,30.653847,28.067844,147147800
2016-12-26,30.663462,30.817308,30.298077,30.384615,28.039145,79111800
2017-01-02,30.451923,30.615385,30.105770,30.394230,28.048019,105632800
2017-01-09,30.423077,30.442308,29.932692,30.153847,27.826193,136177200
2017-01-16,29.971153,30.240385,29.134615,29.355770,27.089718,181656700
2017-01-23,29.326923,29.336538,28.442308,28.855770,26.628317,195191700
2017-01-30,28.807692,28.942308,28.365385,28.557692,26.353247,149147800
2017-02-06,28.538462,28.663462,28.134615,28.576923,26.370993,129103400
2017-02-13,28.730770,29.298077,28.586538,29.201923,26.947750,150957600
2017-02-20,29.240385,29.413462,28.634615,29.028847,26.788031,121302500
2017-02-27,28.894230,29.182692,28.528847,28.961538,26.947681,153050700
2017-03-06,28.846153,29.259615,28.423077,29.115385,27.090834,177698500
2017-03-13,29.067308,29.096153,28.336538,28.730770,26.732962,148697400
2017-03-20,28.750000,28.769230,28.182692,28.576923,26.589815,129238800
2017-03-27,28.317308,28.884615,28.125000,28.653847,26.661386,177997200
2017-04-03,28.615385,29.250000,28.557692,28.836538,26.831379,126186000
2017-04-10,28.913462,29.067308,28.413462,28.423077,26.446669,91088100
2017-04-17,28.480770,29.365385,28.317308,28.413462,26.437721,190851200
2017-04-24,28.701923,28.778847,27.817308,27.875000,25.936703,189983700
2017-05-01,27.894230,28.182692,27.740385,28.096153,26.142477,126058800
2017-05-08,28.038462,28.125000,26.778847,27.182692,25.292532,174683300
2017-05-15,26.990385,27.673077,26.057692,26.971153,25.095703,227421800
2017-05-22,27.144230,27.403847,26.240385,26.394230,24.558895,182276200
2017-05-29,26.259615,26.865385,26.115385,26.807692,24.943607,147099100
2017-06-05,26.826923,26.990385,26.346153,26.865385,24.997290,194309300
2017-06-12,28.115385,28.336538,27.250000,27.884615,25.945646,383205800
2017-06-19,27.846153,27.884615,26.442308,26.509615,25.099207,187123900
2017-06-26,26.528847,26.615385,25.759615,25.971153,24.589396,170386500
2017-07-03,26.115385,26.528847,24.980770,25.144230,23.806469,165489100
2017-07-10,25.125000,25.865385,24.855770,25.750000,24.380009,195331800
2017-07-17,25.730770,26.009615,24.288462,24.913462,23.587976,233419700
2017-07-24,24.788462,24.884615,24.375000,24.548077,23.242029,220440500
2017-07-31,24.557692,24.855770,24.355770,24.788462,23.469629,160310200
2017-08-07,24.750000,24.894230,24.221153,24.230770,22.941607,129564400
2017-08-14,24.307692,24.567308,23.500000,23.605770,22.349861,150098800
2017-08-21,23.548077,23.788462,23.365385,23.548077,22.295233,165332300
2017-08-28,23.586538,24.326923,23.221153,24.173077,22.886982,203690300
2017-09-04,24.096153,24.096153,22.673077,22.903847,21.685282,233247500
2017-09-11,22.884615,23.336538,22.711538,23.009615,21.785421,249853200
2017-09-18,23.038462,24.076923,23.009615,23.913462,22.876549,238626200
2017-09-25,23.961538,24.240385,23.086538,23.250000,22.241856,217940600
2017-10-02,23.288462,23.932692,23.173077,23.451923,22.435020,191408700
2017-10-09,23.173077,23.221153,21.951923,22.096153,21.138039,418482700
2017-10-16,22.105770,22.923077,21.250000,22.913462,21.919907,427800000
2017-10-23,22.538462,22.538462,19.846153,19.990385,19.123581,640944900
2017-10-30,19.826923,19.923077,18.875000,19.365385,18.525681,445355400
2017-11-06,19.730770,19.884615,19.086538,19.701923,18.847626,299514000
2017-11-13,19.480770,19.951923,16.788462,17.509615,16.750378,903048700
2017-11-20,17.259615,17.673077,17.019230,17.490385,16.731981,230461500
2017-11-27,17.634615,17.875000,17.173077,17.192308,16.446829,353818700
2017-12-04,17.307692,17.365385,16.923077,17.028847,16.290455,299628700
2017-12-11,16.932692,17.346153,16.855770,17.134615,16.507637,316197200
2017-12-18,17.182692,17.355770,16.692308,16.826923,16.211205,321383400
2017-12-25,16.778847,16.980770,16.586538,16.778847,16.164886,262651000
2018-01-01,16.903847,18.144230,16.855770,17.826923,17.297974,334335900
2018-01-08,17.951923,18.644230,17.403847,18.038462,17.503235,434327200
2018-01-15,17.615385,17.798077,15.403846,15.634615,15.170713,809795400
2018-01-22,15.288462,16.692308,15.192307,15.509615,15.049423,634828700
2018-01-29,15.403846,15.798077,15.000000,15.038462,14.592250,368447900
2018-02-05,14.884615,15.028846,13.682693,14.365385,13.939143,617511000
2018-02-12,14.480769,14.644231,13.971154,14.471154,14.041775,368996700
2018-02-19,14.346154,14.490385,13.894231,13.932693,13.519291,302834500
2018-02-26,13.836538,14.596154,13.413462,13.576923,13.287503,513098600
2018-03-05,13.634615,14.375000,13.576923,14.365385,14.059156,355999300
2018-03-12,14.442307,14.740385,13.634615,13.759615,13.466300,424242900
2018-03-19,13.711538,13.730769,12.519231,12.567307,12.299410,390539000
2018-03-26,12.721154,13.413462,12.240385,12.961538,12.685237,492984200
2018-04-02,12.932693,13.038462,12.298077,12.557693,12.289999,318278000
2018-04-09,12.596154,13.153846,12.326923,12.971154,12.694648,323211100
2018-04-16,12.980769,14.471154,12.721154,13.980769,13.682741,467854300
2018-04-23,14.182693,14.211538,13.375000,13.826923,13.532173,387427200
2018-04-30,13.817307,13.836538,13.240385,13.557693,13.268682,264359000
2018-05-07,13.548077,14.201923,13.461538,14.038462,13.739203,217530900
2018-05-14,14.134615,14.653846,14.009615,14.394231,14.087388,224647700
2018-05-21,14.769231,14.990385,13.567307,14.067307,13.767434,462494700
2018-05-28,13.923077,13.961538,13.413462,13.557693,13.268682,250222000
2018-06-04,13.586538,13.663462,13.000000,13.394231,13.108705,349686800
2018-06-11,13.451923,13.596154,12.788462,12.788462,12.515849,288570700
2018-06-18,12.701923,12.721154,12.125000,12.548077,12.393988,396531000
2018-06-25,12.528846,13.884615,12.250000,13.086538,12.925838,584941600
2018-07-02,12.961538,13.365385,12.538462,13.317307,13.153773,216893000
2018-07-09,13.403846,13.740385,13.346154,13.355769,13.191762,273491100
2018-07-16,13.355769,13.413462,12.480769,12.615385,12.460470,404783600
2018-07-23,12.519231,12.759615,12.355769,12.557693,12.403485,305963100
2018-07-30,12.538462,13.125000,12.509615,12.634615,12.479463,236711900
2018-08-06,12.615385,12.740385,12.221154,12.278846,12.128063,218834800
2018-08-13,12.230769,12.240385,11.480769,11.826923,11.681691,291521700
2018-08-20,11.798077,12.201923,11.673077,12.019231,11.871636,224509900
2018-08-27,12.000000,12.480769,11.971154,12.442307,12.289517,256478600
2018-09-03,12.384615,12.384615,11.769231,11.923077,11.776663,193851500
2018-09-10,11.884615,12.259615,11.759615,12.192307,12.042587,258293200
2018-09-17,12.125000,12.490385,11.692307,11.701923,11.672841,352987700
2018-09-24,11.634615,11.634615,10.778846,10.855769,10.828790,555806200
2018-10-01,12.519231,12.788462,11.317307,12.673077,12.641582,796485200
2018-10-08,13.000000,13.250000,11.730769,11.846154,11.816713,638987400
2018-10-15,11.778846,12.240385,11.538462,12.076923,12.046909,416899300
2018-10-22,12.105769,12.317307,10.740385,10.865385,10.838382,438196200
2018-10-29,10.990385,11.278846,8.721154,8.932693,8.910493,1213249400
2018-11-05,9.028846,9.173077,7.836538,8.250000,8.229497,828544100
2018-11-12,8.096154,8.701923,7.423077,7.711538,7.692373,963308900
2018-11-19,7.682693,7.923077,7.240385,7.278846,7.260756,436072700
2018-11-26,7.317307,7.692307,6.980769,7.211538,7.193616,731981300
2018-12-03,7.250000,7.644231,6.721154,6.740385,6.723633,511116400
2018-12-10,6.701923,7.211538,6.403846,6.826923,6.809956,706498100
2018-12-17,6.817307,7.644231,6.740385,6.875000,6.857914,898543000
2018-12-24,6.788462,7.355769,6.509615,7.221154,7.213512,458950200
2018-12-31,7.230769,7.942307,7.067307,7.913462,7.905087,480642900
2019-01-07,8.221154,8.692307,7.865385,8.596154,8.587057,635981900
2019-01-14,8.471154,8.894231,8.326923,8.711538,8.702319,458528700
2019-01-21,8.634615,8.855769,8.230769,8.807693,8.798372,383196100
2019-01-28,8.634615,10.355769,8.317307,9.798077,9.787708,799339500
2019-02-04,9.875000,10.490385,9.173077,9.432693,9.422710,553807200
2019-02-11,9.490385,10.019231,9.451923,9.701923,9.691657,408478400
2019-02-18,9.644231,9.807693,9.567307,9.778846,9.768497,212491500
2019-02-25,11.125000,11.298077,10.050000,10.270000,10.259132,682918700
2019-03-04,10.320000,10.570000,9.050000,9.580000,9.569862,669281800
2019-03-11,9.450000,10.500000,9.330000,9.960000,9.960000,602649300
2019-03-18,9.990000,10.340000,9.920000,9.980000,9.980000,326780800
2019-03-25,9.960000,10.180000,9.800000,9.990000,9.990000,246219300
2019-04-01,10.020000,10.280000,9.970000,10.010000,10.010000,243525000
2019-04-08,9.510000,9.540000,8.990000,9.000000,9.000000,436326300
2019-04-15,9.010000,9.350000,8.790000,9.350000,9.350000,242756900
2019-04-22,9.250000,9.590000,8.980000,9.570000,9.570000,273079900
2019-04-29,9.570000,10.530000,9.540000,10.500000,10.500000,490610700
2019-05-06,10.240000,10.490000,9.770000,10.130000,10.130000,270505300
2019-05-13,9.850000,10.390000,9.820000,10.000000,10.000000,275940900
2019-05-20,9.910000,10.120000,9.440000,9.450000,9.450000,268639200
2019-05-27,9.410000,9.540000,9.270000,9.360000,9.360000,72184200
2019-05-28,9.410000,9.540000,9.270000,9.360000,9.360000,66166842
